user_id,user_profile,room_type,season,day_type,booking_advance_days,stay_duration_nights,group_size,user_rating,was_booked,view_time_seconds,compatibility_score
140,solo_traveler,Business Room,winter,weekend,14,2,5,3,1,260,0.4
483,business_traveler,Executive Suite,fall,weekday,60,5,1,3,1,255,0.562
113,luxury_seeker,Presidential Suite,summer,weekday,1,7,6,3,1,119,0.613
541,couple_romantic,Presidential Suite,spring,weekend,1,5,8,3,0,52,0.598
70,luxury_seeker,Family Suite,summer,weekday,30,1,2,3,1,69,0.499
335,budget_conscious,Family Suite,summer,weekend,90,4,5,3,0,255,0.444
285,family_vacation,Deluxe Room,winter,weekday,14,1,1,2,1,61,0.339
357,budget_conscious,Presidential Suite,summer,weekday,30,2,5,4,1,71,0.705
550,group_friends,Deluxe Room,summer,weekend,90,5,5,2,1,195,0.301
189,budget_conscious,Deluxe Room,spring,weekday,90,6,8,2,0,65,0.357
54,group_friends,Junior Suite,winter,weekend,7,1,4,3,0,307,0.41
754,couple_romantic,Standard Room,winter,weekday,30,4,1,3,1,237,0.378
706,business_traveler,Executive Suite,summer,weekday,90,1,6,4,1,31,0.695
141,luxury_seeker,Family Suite,spring,weekend,30,1,4,3,1,223,0.457
786,family_vacation,Executive Suite,fall,weekend,60,5,6,3,0,67,0.488
19,luxury_seeker,Executive Suite,summer,weekday,7,1,5,3,0,88,0.602
92,solo_traveler,Business Room,winter,weekday,7,2,5,2,0,57,0.309
903,family_vacation,Presidential Suite,spring,weekday,7,7,2,3,0,76,0.474
684,budget_conscious,Junior Suite,spring,weekend,14,4,5,2,1,301,0.316
418,group_friends,Family Suite,summer,weekend,30,6,8,4,0,161,0.629
494,budget_conscious,Presidential Suite,spring,weekday,14,7,1,2,0,164,0.285
50,couple_romantic,Family Suite,winter,weekend,1,2,6,3,1,221,0.564
416,luxury_seeker,Executive Suite,spring,weekend,1,7,6,3,0,54,0.527
343,family_vacation,Family Suite,fall,weekday,1,4,7,3,1,283,0.501
621,group_friends,Junior Suite,fall,weekday,90,1,1,2,0,102,0.35
448,group_friends,Junior Suite,fall,weekday,1,5,1,2,0,159,0.293
641,budget_conscious,Presidential Suite,summer,weekday,90,6,4,4,0,114,0.709
263,business_traveler,Standard Room,summer,weekday,3,2,4,3,1,68,0.497
849,business_traveler,Standard Room,summer,weekday,30,5,3,3,0,44,0.401
49,business_traveler,Business Room,fall,weekday,7,3,5,3,1,124,0.491
766,budget_conscious,Presidential Suite,spring,weekend,1,2,3,3,0,93,0.379
265,group_friends,Standard Room,fall,weekday,14,2,2,2,0,296,0.258
115,business_traveler,Junior Suite,fall,weekday,14,1,4,4,1,91,0.642
989,solo_traveler,Standard Room,winter,weekend,1,2,7,3,0,205,0.426
947,couple_romantic,Presidential Suite,winter,weekday,3,7,1,3,0,282,0.406
771,business_traveler,Standard Room,fall,weekend,60,7,8,2,0,204,0.291
72,family_vacation,Business Room,fall,weekend,14,2,5,2,0,324,0.197
126,luxury_seeker,Executive Suite,fall,weekday,30,3,4,4,1,192,0.627
957,solo_traveler,Business Room,fall,weekday,30,1,6,2,1,46,0.276
148,family_vacation,Executive Suite,fall,weekend,60,4,1,3,0,275,0.457
765,couple_romantic,Standard Room,fall,weekday,14,7,7,2,0,38,0.138
271,budget_conscious,Standard Room,spring,weekend,30,5,8,2,0,274,0.373
783,family_vacation,Executive Suite,summer,weekend,90,7,2,3,1,224,0.501
797,couple_romantic,Junior Suite,spring,weekend,3,3,8,3,1,40,0.508
359,couple_romantic,Deluxe Room,fall,weekend,90,3,5,3,0,235,0.442
560,family_vacation,Family Suite,summer,weekday,30,7,1,3,1,269,0.607
748,luxury_seeker,Presidential Suite,spring,weekend,1,5,5,3,0,218,0.529
211,luxury_seeker,Standard Room,winter,weekday,60,3,5,2,0,117,0.288
711,couple_romantic,Standard Room,fall,weekend,60,7,6,2,0,228,0.314
829,solo_traveler,Standard Room,spring,weekend,30,4,2,2,0,49,0.321
662,budget_conscious,Standard Room,spring,weekday,14,5,1,3,0,194,0.402
613,business_traveler,Standard Room,spring,weekend,7,2,6,2,1,135,0.296
23,couple_romantic,Business Room,winter,weekday,1,4,1,2,0,181,0.178
508,couple_romantic,Presidential Suite,winter,weekend,14,1,7,3,0,47,0.503
385,luxury_seeker,Executive Suite,fall,weekend,60,2,8,4,0,234,0.629
212,group_friends,Family Suite,winter,weekday,1,5,2,3,0,131,0.504
228,solo_traveler,Business Room,winter,weekend,14,7,3,2,0,56,0.295
869,solo_traveler,Presidential Suite,winter,weekday,3,7,1,2,0,223,0.325
500,luxury_seeker,Family Suite,summer,weekend,60,4,1,3,1,323,0.444
736,solo_traveler,Deluxe Room,spring,weekend,3,2,5,2,1,252,0.362
693,luxury_seeker,Junior Suite,spring,weekend,1,5,5,3,1,103,0.537
398,solo_traveler,Deluxe Room,summer,weekday,7,7,4,2,0,124,0.246
984,group_friends,Business Room,spring,weekend,60,2,6,2,0,72,0.307
533,luxury_seeker,Standard Room,summer,weekend,3,6,8,2,0,290,0.271
807,couple_romantic,Deluxe Room,fall,weekend,60,6,8,2,0,31,0.293
600,solo_traveler,Presidential Suite,winter,weekend,1,5,4,3,1,135,0.404
488,luxury_seeker,Presidential Suite,fall,weekday,3,7,2,3,0,289,0.413
568,budget_conscious,Standard Room,summer,weekday,7,2,2,2,0,264,0.23
644,luxury_seeker,Junior Suite,summer,weekend,3,3,6,3,1,263,0.619
8,group_friends,Executive Suite,fall,weekday,14,7,1,3,0,124,0.412
524,luxury_seeker,Deluxe Room,spring,weekend,14,7,2,2,0,191,0.333
574,group_friends,Family Suite,spring,weekend,3,6,1,3,0,66,0.464
849,luxury_seeker,Presidential Suite,winter,weekend,60,2,5,3,1,319,0.618
794,family_vacation,Deluxe Room,summer,weekend,3,7,2,2,1,282,0.361
256,couple_romantic,Standard Room,fall,weekday,7,7,7,2,1,251,0.301
259,couple_romantic,Business Room,winter,weekend,14,6,3,2,0,329,0.332
792,luxury_seeker,Executive Suite,winter,weekday,30,4,5,3,0,33,0.498
734,couple_romantic,Standard Room,fall,weekday,3,6,8,2,0,212,0.231
867,business_traveler,Presidential Suite,fall,weekend,3,7,8,3,1,194,0.408
420,solo_traveler,Family Suite,winter,weekday,1,1,3,2,0,172,0.317
231,group_friends,Standard Room,summer,weekend,90,7,6,2,0,239,0.246
943,solo_traveler,Junior Suite,summer,weekend,7,2,4,3,0,130,0.508
666,family_vacation,Presidential Suite,summer,weekday,7,7,5,3,0,95,0.612
710,group_friends,Executive Suite,spring,weekday,60,7,4,3,1,322,0.584
93,budget_conscious,Family Suite,summer,weekend,3,5,3,3,0,225,0.416
466,couple_romantic,Family Suite,spring,weekday,90,6,1,2,1,291,0.295
343,luxury_seeker,Deluxe Room,fall,weekday,90,6,8,3,0,122,0.403
206,luxury_seeker,Junior Suite,spring,weekday,7,5,6,3,1,228,0.579
229,budget_conscious,Business Room,fall,weekend,90,4,3,2,1,128,0.253
121,family_vacation,Deluxe Room,summer,weekend,30,7,8,2,1,306,0.35
306,business_traveler,Business Room,spring,weekday,90,4,3,3,1,160,0.563
509,solo_traveler,Deluxe Room,winter,weekday,7,6,5,2,0,144,0.289
794,couple_romantic,Executive Suite,winter,weekend,1,7,2,3,1,33,0.402
671,budget_conscious,Family Suite,spring,weekday,14,3,4,3,0,211,0.42
104,couple_romantic,Standard Room,spring,weekend,60,1,6,2,0,63,0.336
296,couple_romantic,Deluxe Room,winter,weekday,30,3,6,2,0,70,0.278
174,luxury_seeker,Executive Suite,summer,weekend,30,1,4,3,0,44,0.598
488,luxury_seeker,Junior Suite,fall,weekend,3,1,4,3,0,311,0.477
808,budget_conscious,Deluxe Room,spring,weekday,3,5,3,2,1,310,0.272
273,couple_romantic,Business Room,summer,weekday,3,2,6,2,1,114,0.355
549,luxury_seeker,Executive Suite,summer,weekday,60,4,5,3,0,188,0.612
572,solo_traveler,Junior Suite,fall,weekend,90,1,4,2,0,135,0.346
962,couple_romantic,Deluxe Room,winter,weekday,7,6,5,2,0,253,0.323
412,couple_romantic,Junior Suite,summer,weekday,7,5,5,3,0,300,0.556
765,group_friends,Presidential Suite,fall,weekend,14,4,7,3,0,156,0.548
563,group_friends,Junior Suite,winter,weekend,3,7,7,3,0,147,0.403
508,budget_conscious,Junior Suite,winter,weekday,30,3,7,3,0,215,0.376
125,family_vacation,Deluxe Room,spring,weekend,14,4,5,3,1,246,0.419
994,solo_traveler,Executive Suite,winter,weekend,90,5,5,3,1,237,0.458
327,couple_romantic,Deluxe Room,summer,weekend,3,6,2,2,0,145,0.318
83,business_traveler,Executive Suite,fall,weekday,1,4,4,3,1,279,0.574
457,budget_conscious,Executive Suite,fall,weekday,60,3,8,3,0,206,0.4
926,couple_romantic,Presidential Suite,summer,weekend,30,1,8,4,1,277,0.798
441,group_friends,Business Room,spring,weekend,14,2,6,2,1,298,0.288
105,business_traveler,Junior Suite,summer,weekend,1,4,1,3,0,218,0.448
613,luxury_seeker,Executive Suite,spring,weekend,60,4,3,3,0,201,0.528
907,solo_traveler,Presidential Suite,summer,weekday,90,2,1,3,1,81,0.449
401,family_vacation,Deluxe Room,summer,weekday,3,6,6,2,1,116,0.3
765,solo_traveler,Executive Suite,fall,weekday,7,4,5,2,0,202,0.328
943,business_traveler,Standard Room,spring,weekend,3,1,7,3,0,261,0.479
502,luxury_seeker,Family Suite,summer,weekend,90,6,1,3,1,128,0.387
633,solo_traveler,Executive Suite,summer,weekend,90,2,5,3,1,146,0.515
302,family_vacation,Family Suite,fall,weekday,7,2,6,3,0,212,0.571
656,couple_romantic,Executive Suite,summer,weekday,30,7,1,3,1,176,0.461
644,family_vacation,Family Suite,winter,weekend,1,2,5,3,1,309,0.534
438,family_vacation,Deluxe Room,fall,weekday,3,4,6,3,0,218,0.38
818,couple_romantic,Presidential Suite,spring,weekend,90,3,1,3,1,222,0.493
808,group_friends,Family Suite,fall,weekend,30,1,4,3,0,88,0.52
413,solo_traveler,Deluxe Room,fall,weekday,1,6,2,2,0,199,0.331
856,budget_conscious,Deluxe Room,fall,weekday,14,1,5,2,0,51,0.359
865,luxury_seeker,Junior Suite,winter,weekend,1,1,8,3,0,316,0.447
609,budget_conscious,Family Suite,winter,weekday,1,7,3,2,1,53,0.258
816,couple_romantic,Junior Suite,fall,weekend,7,1,2,3,0,167,0.407
925,budget_conscious,Business Room,spring,weekday,3,1,5,2,0,269,0.234
1,group_friends,Junior Suite,winter,weekday,90,3,6,3,1,194,0.427
955,family_vacation,Business Room,winter,weekday,30,4,4,2,0,53,0.236
199,luxury_seeker,Junior Suite,spring,weekend,1,5,6,3,1,62,0.466
146,luxury_seeker,Deluxe Room,summer,weekday,30,7,7,2,0,261,0.371
41,luxury_seeker,Presidential Suite,summer,weekday,90,5,3,4,0,193,0.654
951,budget_conscious,Junior Suite,spring,weekday,90,2,6,3,0,210,0.498
578,budget_conscious,Executive Suite,winter,weekday,30,6,1,2,1,140,0.351
148,luxury_seeker,Executive Suite,winter,weekday,3,7,6,3,1,329,0.587
272,family_vacation,Presidential Suite,fall,weekday,7,2,5,3,1,118,0.594
214,budget_conscious,Presidential Suite,summer,weekday,7,7,8,3,0,329,0.535
336,group_friends,Executive Suite,summer,weekend,90,2,7,3,0,98,0.566
730,budget_conscious,Family Suite,summer,weekend,3,5,3,3,0,33,0.378
896,solo_traveler,Family Suite,winter,weekday,60,7,5,3,0,108,0.384
793,family_vacation,Presidential Suite,spring,weekend,60,6,7,4,1,100,0.683
232,solo_traveler,Family Suite,winter,weekend,1,7,5,2,1,329,0.365
246,group_friends,Family Suite,spring,weekday,90,1,3,3,1,144,0.492
871,family_vacation,Family Suite,fall,weekend,14,3,8,3,1,221,0.517
422,group_friends,Presidential Suite,spring,weekday,30,3,3,3,1,291,0.488
157,budget_conscious,Standard Room,summer,weekend,1,5,8,2,0,245,0.368
218,budget_conscious,Executive Suite,summer,weekday,1,3,2,3,1,107,0.467
411,luxury_seeker,Executive Suite,summer,weekday,1,6,8,4,0,271,0.654
523,group_friends,Presidential Suite,spring,weekend,1,3,3,3,1,182,0.511
288,luxury_seeker,Deluxe Room,fall,weekend,3,3,4,3,1,302,0.409
595,solo_traveler,Junior Suite,fall,weekend,90,1,2,2,0,185,0.339
937,couple_romantic,Family Suite,summer,weekday,90,2,6,3,0,318,0.511
305,family_vacation,Standard Room,fall,weekday,60,7,2,2,1,184,0.298
545,solo_traveler,Business Room,fall,weekend,3,3,4,2,1,219,0.243
704,solo_traveler,Deluxe Room,winter,weekday,30,7,2,2,0,208,0.202
607,budget_conscious,Junior Suite,spring,weekend,1,1,6,2,0,131,0.348
838,solo_traveler,Presidential Suite,winter,weekend,14,1,8,3,0,279,0.473
467,family_vacation,Presidential Suite,summer,weekday,1,7,2,3,0,180,0.561
302,solo_traveler,Family Suite,winter,weekend,30,7,8,3,0,222,0.376
900,group_friends,Presidential Suite,winter,weekend,7,3,8,3,0,194,0.507
529,budget_conscious,Business Room,fall,weekend,7,3,3,2,0,275,0.241
410,solo_traveler,Presidential Suite,spring,weekend,90,2,3,2,0,267,0.363
789,group_friends,Deluxe Room,summer,weekday,3,4,1,2,1,35,0.333
636,solo_traveler,Family Suite,spring,weekend,90,2,7,2,0,198,0.324
354,solo_traveler,Family Suite,summer,weekend,14,1,5,3,1,68,0.375
642,group_friends,Business Room,spring,weekend,60,2,6,2,0,221,0.289
302,budget_conscious,Business Room,fall,weekend,30,2,8,2,1,318,0.306
772,budget_conscious,Presidential Suite,fall,weekday,7,4,8,3,0,202,0.475
478,solo_traveler,Family Suite,fall,weekend,3,3,6,3,0,252,0.433
657,family_vacation,Standard Room,spring,weekend,90,5,2,2,0,84,0.348
545,business_traveler,Presidential Suite,winter,weekend,30,3,6,3,1,119,0.529
238,budget_conscious,Business Room,fall,weekend,90,7,7,2,1,37,0.342
681,luxury_seeker,Deluxe Room,summer,weekend,60,5,7,2,0,265,0.335
966,family_vacation,Business Room,summer,weekday,30,7,7,2,0,155,0.191
909,group_friends,Deluxe Room,fall,weekend,3,6,2,2,0,117,0.312
384,group_friends,Family Suite,winter,weekend,3,6,5,3,0,63,0.563
112,family_vacation,Deluxe Room,winter,weekend,90,5,1,2,0,84,0.295
202,solo_traveler,Executive Suite,fall,weekend,14,7,7,3,0,33,0.481
159,budget_conscious,Family Suite,winter,weekday,7,4,7,3,1,125,0.503
273,budget_conscious,Presidential Suite,winter,weekday,60,2,4,3,1,292,0.524
50,solo_traveler,Junior Suite,summer,weekday,30,4,6,3,0,92,0.575
390,budget_conscious,Junior Suite,winter,weekday,7,4,3,2,1,145,0.297
409,couple_romantic,Deluxe Room,summer,weekend,90,6,3,3,0,74,0.412
678,family_vacation,Standard Room,summer,weekend,30,7,2,2,1,119,0.196
7,solo_traveler,Junior Suite,summer,weekend,90,6,1,2,0,186,0.309
659,budget_conscious,Business Room,summer,weekend,30,3,1,2,0,166,0.313
826,luxury_seeker,Presidential Suite,spring,weekend,60,1,2,4,1,152,0.662
81,business_traveler,Presidential Suite,summer,weekend,1,6,1,3,0,77,0.589
154,business_traveler,Presidential Suite,summer,weekday,90,4,8,4,1,127,0.838
870,budget_conscious,Junior Suite,spring,weekend,7,6,4,3,1,100,0.509
881,solo_traveler,Junior Suite,fall,weekday,3,7,6,2,0,328,0.347
955,budget_conscious,Standard Room,fall,weekend,30,2,5,2,1,173,0.214
999,business_traveler,Executive Suite,summer,weekend,3,6,2,3,0,184,0.538
520,couple_romantic,Family Suite,fall,weekday,14,6,4,2,0,209,0.335
619,business_traveler,Presidential Suite,winter,weekend,60,5,7,3,0,245,0.524
546,budget_conscious,Presidential Suite,summer,weekend,90,1,1,3,1,130,0.613
958,couple_romantic,Business Room,fall,weekend,14,4,7,2,0,270,0.262
893,solo_traveler,Standard Room,fall,weekend,90,6,7,2,0,110,0.232
530,group_friends,Standard Room,spring,weekend,7,5,8,2,0,81,0.29
919,family_vacation,Junior Suite,winter,weekday,30,5,8,3,1,244,0.527
457,couple_romantic,Business Room,fall,weekday,1,5,6,2,0,262,0.207
627,couple_romantic,Standard Room,winter,weekend,3,5,7,3,0,324,0.467
515,budget_conscious,Family Suite,spring,weekday,14,5,7,3,1,149,0.527
568,budget_conscious,Family Suite,summer,weekend,90,7,5,3,0,144,0.539
806,couple_romantic,Business Room,summer,weekend,90,6,4,2,0,103,0.259
121,group_friends,Standard Room,summer,weekday,60,7,6,2,0,329,0.2
31,solo_traveler,Deluxe Room,summer,weekend,3,7,8,2,0,319,0.222
493,group_friends,Family Suite,fall,weekday,1,7,7,3,0,122,0.537
760,luxury_seeker,Deluxe Room,summer,weekend,60,5,4,3,1,205,0.425
868,luxury_seeker,Junior Suite,spring,weekend,90,3,1,2,0,289,0.365
812,couple_romantic,Family Suite,fall,weekday,3,4,1,2,1,182,0.321
966,business_traveler,Junior Suite,spring,weekday,30,7,2,3,1,202,0.494
61,group_friends,Family Suite,summer,weekend,7,2,2,3,0,102,0.61
459,couple_romantic,Standard Room,winter,weekend,90,5,3,3,0,259,0.418
830,business_traveler,Standard Room,summer,weekday,3,7,2,3,1,324,0.442
324,budget_conscious,Business Room,spring,weekday,30,6,2,3,0,265,0.391
912,luxury_seeker,Junior Suite,winter,weekend,1,6,4,3,0,154,0.423
905,business_traveler,Deluxe Room,fall,weekday,60,6,7,3,1,315,0.531
877,business_traveler,Executive Suite,spring,weekday,30,2,2,3,1,265,0.425
207,solo_traveler,Standard Room,summer,weekday,30,1,6,2,0,245,0.22
459,family_vacation,Executive Suite,summer,weekday,60,5,5,3,1,43,0.542
772,group_friends,Business Room,summer,weekday,14,6,8,2,1,68,0.216
786,family_vacation,Deluxe Room,winter,weekday,90,7,3,2,1,37,0.321
97,group_friends,Family Suite,winter,weekend,3,6,3,2,0,286,0.35
574,business_traveler,Standard Room,spring,weekday,14,7,7,3,1,158,0.442
870,business_traveler,Executive Suite,spring,weekday,30,1,1,3,0,182,0.413
594,luxury_seeker,Deluxe Room,summer,weekend,30,1,3,2,0,297,0.312
986,family_vacation,Junior Suite,summer,weekend,3,7,6,3,1,203,0.541
748,group_friends,Family Suite,fall,weekday,30,6,6,3,0,251,0.445
889,luxury_seeker,Junior Suite,summer,weekend,90,6,5,3,0,297,0.549
950,solo_traveler,Business Room,winter,weekday,3,2,4,2,1,120,0.318
956,budget_conscious,Standard Room,spring,weekend,60,5,1,3,0,226,0.387
899,group_friends,Junior Suite,spring,weekend,30,4,2,3,0,175,0.402
838,solo_traveler,Presidential Suite,spring,weekend,14,3,3,2,0,127,0.218
665,family_vacation,Deluxe Room,spring,weekday,3,1,4,3,0,83,0.455
870,couple_romantic,Junior Suite,summer,weekday,30,6,6,3,1,103,0.463
267,family_vacation,Deluxe Room,spring,weekend,7,3,5,3,0,123,0.421
665,luxury_seeker,Business Room,spring,weekday,90,6,5,2,0,310,0.21
863,group_friends,Standard Room,summer,weekend,3,1,8,2,0,176,0.276
414,couple_romantic,Junior Suite,winter,weekday,30,5,1,3,0,222,0.381
885,luxury_seeker,Standard Room,spring,weekend,30,5,1,2,0,43,0.299
973,couple_romantic,Standard Room,summer,weekday,3,5,6,2,0,254,0.269
915,couple_romantic,Family Suite,fall,weekend,3,1,5,3,1,261,0.499
271,couple_romantic,Deluxe Room,winter,weekday,3,6,2,2,0,140,0.202
819,group_friends,Junior Suite,fall,weekend,7,1,3,3,0,250,0.452
801,luxury_seeker,Executive Suite,summer,weekday,1,3,2,3,1,83,0.507
431,luxury_seeker,Junior Suite,spring,weekend,7,7,4,3,0,144,0.393
630,group_friends,Deluxe Room,fall,weekend,1,3,6,3,1,215,0.465
907,luxury_seeker,Business Room,winter,weekday,14,1,1,2,0,42,0.327
452,solo_traveler,Family Suite,summer,weekday,14,6,8,3,0,282,0.529
377,solo_traveler,Deluxe Room,winter,weekday,7,7,1,2,0,49,0.204
183,budget_conscious,Family Suite,fall,weekend,60,5,6,3,0,87,0.467
551,family_vacation,Junior Suite,summer,weekday,3,1,4,4,0,273,0.649
567,family_vacation,Deluxe Room,winter,weekday,3,7,7,2,1,277,0.34
550,family_vacation,Presidential Suite,spring,weekend,1,6,8,3,1,192,0.588
947,luxury_seeker,Business Room,spring,weekday,90,1,5,2,0,100,0.374
834,solo_traveler,Business Room,summer,weekday,3,1,8,2,0,169,0.271
498,solo_traveler,Business Room,fall,weekday,14,4,3,3,0,289,0.384
65,luxury_seeker,Business Room,summer,weekend,90,2,8,2,0,87,0.282
279,luxury_seeker,Deluxe Room,spring,weekday,60,4,7,3,0,190,0.439
476,family_vacation,Standard Room,winter,weekday,90,7,3,2,0,66,0.285
447,family_vacation,Presidential Suite,fall,weekend,30,5,5,3,0,195,0.591
221,budget_conscious,Business Room,winter,weekend,30,3,3,2,0,265,0.275
724,group_friends,Standard Room,fall,weekend,3,1,3,3,0,282,0.404
263,budget_conscious,Executive Suite,winter,weekend,7,6,5,3,0,317,0.443
508,budget_conscious,Executive Suite,winter,weekday,14,3,2,2,0,234,0.357
37,group_friends,Executive Suite,spring,weekday,60,4,1,3,0,101,0.458
495,business_traveler,Junior Suite,spring,weekend,14,2,7,3,0,176,0.498
455,couple_romantic,Standard Room,fall,weekend,1,3,8,3,0,313,0.385
608,family_vacation,Business Room,fall,weekday,1,6,4,2,0,211,0.308
301,couple_romantic,Standard Room,winter,weekend,14,1,6,3,1,229,0.413
561,budget_conscious,Junior Suite,fall,weekend,1,3,5,2,1,323,0.369
179,budget_conscious,Presidential Suite,spring,weekday,7,6,6,3,1,154,0.401
688,budget_conscious,Presidential Suite,summer,weekday,30,4,4,4,0,165,0.695
16,group_friends,Executive Suite,fall,weekday,14,7,1,3,1,292,0.45
897,couple_romantic,Junior Suite,summer,weekday,7,5,8,3,1,165,0.413
298,business_traveler,Executive Suite,spring,weekday,90,2,3,3,1,135,0.565
734,couple_romantic,Standard Room,summer,weekday,7,7,8,2,1,311,0.271
963,luxury_seeker,Junior Suite,summer,weekend,60,6,3,3,0,92,0.43
410,business_traveler,Business Room,spring,weekday,14,5,6,3,0,256,0.394
574,luxury_seeker,Junior Suite,winter,weekday,60,5,5,3,0,72,0.462
282,solo_traveler,Presidential Suite,fall,weekend,7,1,3,2,0,310,0.279
491,business_traveler,Executive Suite,winter,weekday,60,1,2,3,0,206,0.577
736,budget_conscious,Standard Room,spring,weekday,60,2,1,3,0,72,0.386
338,budget_conscious,Standard Room,winter,weekday,3,7,4,3,0,110,0.421
208,solo_traveler,Business Room,spring,weekday,60,7,8,2,0,196,0.217
355,luxury_seeker,Family Suite,fall,weekend,14,3,6,3,1,38,0.474
766,couple_romantic,Junior Suite,spring,weekday,90,1,4,3,1,147,0.43
754,group_friends,Standard Room,winter,weekend,7,7,4,2,0,316,0.36
674,couple_romantic,Executive Suite,fall,weekend,30,2,2,3,0,206,0.39
551,budget_conscious,Junior Suite,summer,weekday,60,4,2,3,1,31,0.471
476,group_friends,Business Room,spring,weekday,7,3,5,2,0,326,0.268
271,budget_conscious,Deluxe Room,winter,weekend,7,3,7,2,0,243,0.336
22,family_vacation,Junior Suite,winter,weekday,60,5,8,3,0,134,0.529
433,business_traveler,Family Suite,fall,weekday,1,7,3,3,0,327,0.485
767,budget_conscious,Presidential Suite,winter,weekday,1,7,6,3,0,208,0.498
699,solo_traveler,Junior Suite,spring,weekend,7,1,2,2,1,308,0.304
605,budget_conscious,Deluxe Room,winter,weekday,3,4,2,2,0,252,0.303
858,budget_conscious,Presidential Suite,fall,weekend,30,4,4,3,1,265,0.53
763,solo_traveler,Family Suite,winter,weekday,60,6,6,3,1,205,0.396
739,solo_traveler,Standard Room,winter,weekend,3,6,3,2,0,325,0.363
626,luxury_seeker,Presidential Suite,fall,weekday,30,6,7,4,0,81,0.644
653,budget_conscious,Executive Suite,summer,weekend,1,1,8,3,1,236,0.499
320,group_friends,Presidential Suite,spring,weekday,60,7,3,3,0,248,0.531
751,family_vacation,Business Room,fall,weekday,1,6,4,2,1,247,0.283
138,couple_romantic,Family Suite,fall,weekend,14,6,7,3,1,195,0.59
149,couple_romantic,Presidential Suite,spring,weekday,60,5,3,3,1,160,0.582
483,family_vacation,Family Suite,fall,weekday,1,6,2,3,1,202,0.451
302,solo_traveler,Presidential Suite,winter,weekday,14,6,4,2,1,215,0.299
564,couple_romantic,Junior Suite,winter,weekend,7,5,6,3,0,147,0.496
684,luxury_seeker,Standard Room,fall,weekend,30,2,6,2,1,42,0.293
683,budget_conscious,Junior Suite,winter,weekend,30,2,1,2,1,138,0.342
94,group_friends,Deluxe Room,fall,weekend,14,3,2,3,1,299,0.433
934,group_friends,Business Room,winter,weekday,3,6,5,2,0,193,0.354
356,group_friends,Business Room,spring,weekend,7,6,4,2,0,229,0.275
308,family_vacation,Business Room,summer,weekend,60,2,8,2,0,314,0.284
230,solo_traveler,Presidential Suite,summer,weekday,14,1,8,3,0,85,0.392
799,group_friends,Business Room,summer,weekday,7,2,1,2,1,185,0.285
330,couple_romantic,Presidential Suite,spring,weekday,7,6,4,3,0,313,0.502
601,business_traveler,Executive Suite,winter,weekday,90,3,4,3,0,277,0.617
299,couple_romantic,Presidential Suite,summer,weekday,30,7,1,3,1,127,0.544
495,couple_romantic,Presidential Suite,summer,weekend,90,3,7,4,0,30,0.786
215,business_traveler,Deluxe Room,spring,weekday,3,7,7,3,1,273,0.537
431,budget_conscious,Junior Suite,spring,weekend,1,3,5,3,1,111,0.495
230,family_vacation,Deluxe Room,summer,weekday,14,4,4,2,1,237,0.347
776,solo_traveler,Standard Room,winter,weekday,3,7,1,3,1,159,0.425
182,group_friends,Deluxe Room,spring,weekday,1,1,5,3,0,223,0.424
603,group_friends,Standard Room,spring,weekend,90,1,7,2,1,81,0.308
214,luxury_seeker,Executive Suite,summer,weekend,7,7,1,3,0,98,0.477
288,budget_conscious,Family Suite,fall,weekend,90,4,1,2,0,329,0.36
644,luxury_seeker,Standard Room,winter,weekend,1,3,5,3,0,165,0.423
464,family_vacation,Junior Suite,summer,weekday,3,2,1,2,0,208,0.37
517,group_friends,Business Room,summer,weekend,14,7,8,2,0,297,0.265
739,group_friends,Junior Suite,summer,weekend,3,1,8,4,1,97,0.63
266,budget_conscious,Executive Suite,summer,weekend,1,5,6,3,1,281,0.445
511,budget_conscious,Executive Suite,spring,weekend,60,2,7,3,1,266,0.512
466,solo_traveler,Business Room,fall,weekend,1,1,1,2,0,302,0.338
439,family_vacation,Business Room,winter,weekend,1,6,7,3,1,172,0.384
589,couple_romantic,Business Room,winter,weekday,3,5,1,2,1,127,0.342
645,budget_conscious,Business Room,spring,weekend,60,7,6,2,0,154,0.298
454,solo_traveler,Junior Suite,summer,weekend,30,1,7,3,1,53,0.544
74,luxury_seeker,Deluxe Room,spring,weekday,14,1,5,3,1,177,0.43
528,luxury_seeker,Junior Suite,winter,weekday,90,1,6,3,0,266,0.566
464,business_traveler,Deluxe Room,spring,weekend,7,6,3,2,1,275,0.351
635,luxury_seeker,Family Suite,summer,weekday,3,4,3,3,1,209,0.411
412,business_traveler,Executive Suite,fall,weekday,7,4,8,3,0,48,0.523
920,budget_conscious,Family Suite,fall,weekend,30,4,3,2,0,128,0.264
342,solo_traveler,Executive Suite,summer,weekday,1,5,1,3,0,245,0.423
605,business_traveler,Presidential Suite,summer,weekday,3,3,2,4,1,35,0.689
32,solo_traveler,Presidential Suite,summer,weekend,1,7,3,3,1,157,0.442
520,solo_traveler,Deluxe Room,summer,weekday,1,5,8,2,0,210,0.236
769,luxury_seeker,Deluxe Room,fall,weekday,14,4,4,2,0,299,0.288
754,family_vacation,Business Room,spring,weekend,30,7,5,2,1,36,0.307
982,business_traveler,Junior Suite,winter,weekend,14,6,6,3,0,103,0.391
34,budget_conscious,Junior Suite,summer,weekday,7,6,2,3,1,244,0.512
